id,avgRating,imagePath,imageURL,machineId,maintTs,measurementModuleId,partName,qlabel,setId,trialId,userId,userName,qpred,stored_img_name
v01Tu8vhWivdIj6THQpZ,1,test/26fa64e2-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F26fa64e2-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=987c827a-729f-4b30-b86a-9a967177f0c2,780rlY60M1ZHvBxY4VEv,1555415141740,Ro19n3T3TgJHOmA77Oeh,start-50,test,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,26fa64e2-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_1.jpg
tk6qJ13Xe7ElIepC3SW1,5,test/4d358f10-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F4d358f10-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=f73208d1-32d9-40b1-b73d-5bca68e36874,780rlY60M1ZHvBxY4VEv,1555415205366,Ro19n3T3TgJHOmA77Oeh,2,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,4d358f10-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
eUkzL4rM6ALTw2semc8n,5,test/73b07b64-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F73b07b64-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=03bea70c-4243-4989-ba2f-148191bc68a6,780rlY60M1ZHvBxY4VEv,1555415270425,Ro19n3T3TgJHOmA77Oeh,3,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,73b07b64-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
z99xccTipydEhCAjLsmG,5,test/99e1e1a6-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F99e1e1a6-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=a714d48e-7b1b-4a01-b2f4-cae2af216ac5,780rlY60M1ZHvBxY4VEv,1555415334271,Ro19n3T3TgJHOmA77Oeh,4,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,99e1e1a6-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
hSfJsKFqa84uKWoUaqyt,5,test/c03b9fe0-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2Fc03b9fe0-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=5c534b6a-f508-48ba-b539-fc2069f2deb1,780rlY60M1ZHvBxY4VEv,1555415398306,Ro19n3T3TgJHOmA77Oeh,5,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,c03b9fe0-603d-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
6notM5H5QETk3e3b59W3,1,test/5c78d852-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F5c78d852-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=1c70f6d6-50c2-4ca7-a6aa-c6665d4e718b,780rlY60M1ZHvBxY4VEv,1555416949084,Ro19n3T3TgJHOmA77Oeh,6,standard-restart,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,5c78d852-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_1.jpg
B7i7qTkIcB9HuyzYxlFA,1,test/8492875c-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F8492875c-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=3259c4c0-fabb-4750-a7fa-669c4b63881c,780rlY60M1ZHvBxY4VEv,1555417016796,Ro19n3T3TgJHOmA77Oeh,7,standard-restart,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,8492875c-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_1.jpg
Wo7lI3HakYATPyV0Rh2M,1,test/aa585c5a-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2Faa585c5a-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=aadad799-fc40-4cef-9aae-09d51a5635de,780rlY60M1ZHvBxY4VEv,1555417079827,Ro19n3T3TgJHOmA77Oeh,8,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,aa585c5a-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_1.jpg
CMVgbs83iq5nt3AydwHK,1,test/d0164772-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2Fd0164772-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=a732b049-0c29-45a2-9f6e-e6ca3edd2572,780rlY60M1ZHvBxY4VEv,1555417144479,Ro19n3T3TgJHOmA77Oeh,9,standard-restart,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,d0164772-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_1.jpg
ndPCAJxxbYSF0sbDAV5U,1,test/f5a16ada-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2Ff5a16ada-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=4a05c984-d43d-4683-b8bf-dee354f5a3ca,780rlY60M1ZHvBxY4VEv,1555417206269,Ro19n3T3TgJHOmA77Oeh,10,standard-restart,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,f5a16ada-6041-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_1.jpg
QerKwpMcuzninx9LuWjZ,5,test/1b7d0b10-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F1b7d0b10-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=9ffee813-5241-41fc-903a-ea56b8dac82d,780rlY60M1ZHvBxY4VEv,1555417269402,Ro19n3T3TgJHOmA77Oeh,11,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,1b7d0b10-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
JMj4MkgSImRzPZw8x8QB,5,test/412a9ba2-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F412a9ba2-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=532d73c4-3b37-4f25-9cdc-6f8d4fdaa986,780rlY60M1ZHvBxY4VEv,1555417333031,Ro19n3T3TgJHOmA77Oeh,12,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,412a9ba2-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
RTaTEpWDTL0QxgCCzQTo,5,test/66d40032-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F66d40032-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=2289d804-81dd-4141-a506-80fbcab43534,780rlY60M1ZHvBxY4VEv,1555417395807,Ro19n3T3TgJHOmA77Oeh,13,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,66d40032-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
Q6JKNKv2NAnLw4DMIPUB,5,test/8c837cea-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F8c837cea-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=b23d8383-e5dc-4f07-b7cb-eaae3ee6ca39,780rlY60M1ZHvBxY4VEv,1555417459249,Ro19n3T3TgJHOmA77Oeh,14,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,8c837cea-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
5xdB9PyBA1BilVaG8HU4,5,test/b230b4a8-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2Fb230b4a8-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=2a151c9d-0886-429a-9b59-6af0cd263480,780rlY60M1ZHvBxY4VEv,1555417522791,Ro19n3T3TgJHOmA77Oeh,15,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,b230b4a8-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
CPA3DCYm22JXyWLzAtQ1,5,test/d7c0f37c-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2Fd7c0f37c-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=94d99bbe-d4be-4f7b-8707-14fba1c9f1d0,780rlY60M1ZHvBxY4VEv,1555417585766,Ro19n3T3TgJHOmA77Oeh,16,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,d7c0f37c-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
wdAAQ6spgP0S9ivfB3mB,5,test/fd7b6d36-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2Ffd7b6d36-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=a446c4c3-4cb0-4c97-9588-9142a3c0d6bc,780rlY60M1ZHvBxY4VEv,1555417648913,Ro19n3T3TgJHOmA77Oeh,17,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,fd7b6d36-6042-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
gyO7rDn9ayKUEmTbD6Xb,5,test/235f7c22-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F235f7c22-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=df823ad6-853d-4549-95d1-617a65037373,780rlY60M1ZHvBxY4VEv,1555417712385,Ro19n3T3TgJHOmA77Oeh,18,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,235f7c22-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
Ayf5IE1YbEdJoeQmADmy,5,test/48baea10-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F48baea10-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=6b1efdda-7742-48c8-a321-79fc624d09fc,780rlY60M1ZHvBxY4VEv,1555417775184,Ro19n3T3TgJHOmA77Oeh,19,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,48baea10-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
Hv9I5KCzAiqgEnKqwSmS,5,test/6e782ea2-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F6e782ea2-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=97728383-b9df-48a1-ba54-7e5055daf34e,780rlY60M1ZHvBxY4VEv,1555417838198,Ro19n3T3TgJHOmA77Oeh,20,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,6e782ea2-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
Ngsp3VnTrH4K0VJBUhz7,5,test/942d20bc-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F942d20bc-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=b874dea4-7678-40ea-99fd-0e03a20b5cc7,780rlY60M1ZHvBxY4VEv,1555417901803,Ro19n3T3TgJHOmA77Oeh,21,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,942d20bc-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
rt4p7WIWBGihFn4AQi10,5,test/b9950edc-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2Fb9950edc-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=34ddb057-d941-497a-8e3c-34f71dd4c618,780rlY60M1ZHvBxY4VEv,1555417964727,Ro19n3T3TgJHOmA77Oeh,22,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,b9950edc-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
LTd3icGP7fl6B7inWuTn,5,test/df4095b6-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2Fdf4095b6-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=8bfe3544-806d-4941-a548-1874c6916ee8,780rlY60M1ZHvBxY4VEv,1555418027826,Ro19n3T3TgJHOmA77Oeh,23,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,df4095b6-6043-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
HchH0wvYi3iTEf1UlDQe,5,test/04ef66ca-6044-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F04ef66ca-6044-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=89f24e42-3267-461e-a03c-c716623b53d5,780rlY60M1ZHvBxY4VEv,1555418090905,Ro19n3T3TgJHOmA77Oeh,24,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,04ef66ca-6044-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
JZcBfqb1X6rxXpzIJaxb,5,test/2a7de20e-6044-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh,https://firebasestorage.googleapis.com/v0/b/fireqc-965f2.appspot.com/o/test%2F2a7de20e-6044-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh?alt=media&token=0ee8c288-8ec6-4f5e-a82f-88ce9cfc6963,780rlY60M1ZHvBxY4VEv,1555418154200,Ro19n3T3TgJHOmA77Oeh,25,standard,NehAZLSrYc5atUE0fYrt,Blx5O2au2KUN70kF5Tri,Zsn14EYxGuWdTxuMZxKf1CjMV3Y2,Pierre Nagorny,,2a7de20e-6044-11e9-997c-a088b4f3a790_TE_Ro19n3T3TgJHOmA77Oeh_avR_5.jpg
